Data_Type,기준일자,날짜,YYYYMM,CW,제품명,Item_Code,Power_Class,WH_Name,Tariff,WestEast,PO,Intake_Shipments_FCST,Intake_Shipments_ACTUAL,Soft_Allocation,Hard_Allocation,CPO_shipped
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO BLK ML G10+,99999973H,400.0,CA CARSON 2760,0.1475,W,ALLOCATION_PLAN,493.40000000000003,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO BLK ML G10+,99999973H,400.0,CA FULLERTON 2091,0.1475,W,ALLOCATION_PLAN,493.40000000000003,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO BLK ML G10+,99999973H,400.0,CA GARDENA 14439,0.1475,W,ALLOCATION_PLAN,493.40000000000003,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO BLK ML G10+,99999973H,400.0,CA OAKLAND 4450,0.1475,W,ALLOCATION_PLAN,493.40000000000003,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO BLK ML G10+,99999973H,400.0,CA ONTARIO 2825,0.1475,W,ALLOCATION_PLAN,493.40000000000003,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO BLK ML G10+,99999973H,400.0,CA TORRANCE 1545,0.1475,W,ALLOCATION_PLAN,493.40000000000003,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO BLK ML G10+,99999973H,400.0,GA GARDEN CITY 54,0.1475,E,ALLOCATION_PLAN,493.40000000000003,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO BLK ML G10+,99999973H,400.0,GA POOLER 5250,0.1475,E,ALLOCATION_PLAN,493.40000000000003,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO BLK ML G10+,99999973H,400.0,NJ ELIZABETH 201,0.1475,E,ALLOCATION_PLAN,493.40000000000003,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO BLK ML G10+,99999973H,400.0,NJ LINDEN 340,0.1475,E,ALLOCATION_PLAN,493.40000000000003,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO BLK ML G10+,99999973H,400.0,NJ NORTH BRUNSWICK 1665,0.1475,E,ALLOCATION_PLAN,493.40000000000003,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO BLK ML G10+,99999973H,400.0,NJ NORTH BRUNSWICK 2300,0.1475,E,ALLOCATION_PLAN,493.40000000000003,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO BLK ML G10+,99999973H,400.0,TX DEER PARK 2902,0.1475,E,ALLOCATION_PLAN,493.40000000000003,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO BLK ML G10+,99999973H,400.0,VA NORFOLK 1157,0.1475,E,ALLOCATION_PLAN,493.40000000000003,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO BLK ML G10+,99999973H,400.0,WA KENT 7901,0.1475,W,ALLOCATION_PLAN,493.40000000000003,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO BLK ML G10+,99999973H,400.0,WA TACOMA 1401,0.1475,W,ALLOCATION_PLAN,493.40000000000003,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999959H,480.0,CA CARSON 2760,0.1475,W,ALLOCATION_PLAN,121.7324592,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999959H,480.0,CA FULLERTON 2091,0.1475,W,ALLOCATION_PLAN,121.7324592,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999959H,480.0,CA GARDENA 14439,0.1475,W,ALLOCATION_PLAN,121.7324592,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999959H,480.0,CA OAKLAND 4450,0.1475,W,ALLOCATION_PLAN,121.7324592,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999959H,480.0,CA ONTARIO 2825,0.1475,W,ALLOCATION_PLAN,121.7324592,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999959H,480.0,CA TORRANCE 1545,0.1475,W,ALLOCATION_PLAN,121.7324592,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999959H,480.0,GA GARDEN CITY 54,0.1475,E,ALLOCATION_PLAN,121.7324592,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999959H,480.0,GA POOLER 5250,0.1475,E,ALLOCATION_PLAN,121.7324592,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999959H,480.0,NJ ELIZABETH 201,0.1475,E,ALLOCATION_PLAN,121.7324592,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999959H,480.0,NJ LINDEN 340,0.1475,E,ALLOCATION_PLAN,121.7324592,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999959H,480.0,NJ NORTH BRUNSWICK 1665,0.1475,E,ALLOCATION_PLAN,121.7324592,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999959H,480.0,NJ NORTH BRUNSWICK 2300,0.1475,E,ALLOCATION_PLAN,121.7324592,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999959H,480.0,TX DEER PARK 2902,0.1475,E,ALLOCATION_PLAN,121.7324592,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999959H,480.0,VA NORFOLK 1157,0.1475,E,ALLOCATION_PLAN,121.7324592,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999959H,480.0,WA KENT 7901,0.1475,W,ALLOCATION_PLAN,121.7324592,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999959H,480.0,WA TACOMA 1401,0.1475,W,ALLOCATION_PLAN,121.7324592,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999960H,475.0,CA CARSON 2760,0.1475,W,ALLOCATION_PLAN,56.66308725,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999960H,475.0,CA FULLERTON 2091,0.1475,W,ALLOCATION_PLAN,56.66308725,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999960H,475.0,CA GARDENA 14439,0.1475,W,ALLOCATION_PLAN,56.66308725,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999960H,475.0,CA OAKLAND 4450,0.1475,W,ALLOCATION_PLAN,56.66308725,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999960H,475.0,CA ONTARIO 2825,0.1475,W,ALLOCATION_PLAN,56.66308725,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999960H,475.0,CA TORRANCE 1545,0.1475,W,ALLOCATION_PLAN,56.66308725,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999960H,475.0,GA GARDEN CITY 54,0.1475,E,ALLOCATION_PLAN,56.66308725,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999960H,475.0,GA POOLER 5250,0.1475,E,ALLOCATION_PLAN,56.66308725,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999960H,475.0,NJ ELIZABETH 201,0.1475,E,ALLOCATION_PLAN,56.66308725,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999960H,475.0,NJ LINDEN 340,0.1475,E,ALLOCATION_PLAN,56.66308725,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999960H,475.0,NJ NORTH BRUNSWICK 1665,0.1475,E,ALLOCATION_PLAN,56.66308725,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999960H,475.0,NJ NORTH BRUNSWICK 2300,0.1475,E,ALLOCATION_PLAN,56.66308725,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999960H,475.0,TX DEER PARK 2902,0.1475,E,ALLOCATION_PLAN,56.66308725,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999960H,475.0,VA NORFOLK 1157,0.1475,E,ALLOCATION_PLAN,56.66308725,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999960H,475.0,WA KENT 7901,0.1475,W,ALLOCATION_PLAN,56.66308725,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999960H,475.0,WA TACOMA 1401,0.1475,W,ALLOCATION_PLAN,56.66308725,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999982H,480.0,CA CARSON 2760,0.1475,W,ALLOCATION_PLAN,214.88208,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999982H,480.0,CA FULLERTON 2091,0.1475,W,ALLOCATION_PLAN,214.88208,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999982H,480.0,CA GARDENA 14439,0.1475,W,ALLOCATION_PLAN,214.88208,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999982H,480.0,CA OAKLAND 4450,0.1475,W,ALLOCATION_PLAN,214.88208,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999982H,480.0,CA ONTARIO 2825,0.1475,W,ALLOCATION_PLAN,214.88208,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999982H,480.0,CA TORRANCE 1545,0.1475,W,ALLOCATION_PLAN,214.88208,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999982H,480.0,GA GARDEN CITY 54,0.1475,E,ALLOCATION_PLAN,214.88208,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999982H,480.0,GA POOLER 5250,0.1475,E,ALLOCATION_PLAN,214.88208,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999982H,480.0,NJ ELIZABETH 201,0.1475,E,ALLOCATION_PLAN,214.88208,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999982H,480.0,NJ LINDEN 340,0.1475,E,ALLOCATION_PLAN,214.88208,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999982H,480.0,NJ NORTH BRUNSWICK 1665,0.1475,E,ALLOCATION_PLAN,214.88208,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999982H,480.0,NJ NORTH BRUNSWICK 2300,0.1475,E,ALLOCATION_PLAN,214.88208,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999982H,480.0,TX DEER PARK 2902,0.1475,E,ALLOCATION_PLAN,214.88208,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999982H,480.0,VA NORFOLK 1157,0.1475,E,ALLOCATION_PLAN,214.88208,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999982H,480.0,WA KENT 7901,0.1475,W,ALLOCATION_PLAN,214.88208,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999982H,480.0,WA TACOMA 1401,0.1475,W,ALLOCATION_PLAN,214.88208,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999983H,485.0,CA CARSON 2760,0.1475,W,ALLOCATION_PLAN,469.26029500000004,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999983H,485.0,CA FULLERTON 2091,0.1475,W,ALLOCATION_PLAN,469.26029500000004,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999983H,485.0,CA GARDENA 14439,0.1475,W,ALLOCATION_PLAN,469.26029500000004,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999983H,485.0,CA OAKLAND 4450,0.1475,W,ALLOCATION_PLAN,469.26029500000004,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999983H,485.0,CA ONTARIO 2825,0.1475,W,ALLOCATION_PLAN,469.26029500000004,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999983H,485.0,CA TORRANCE 1545,0.1475,W,ALLOCATION_PLAN,469.26029500000004,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999983H,485.0,GA GARDEN CITY 54,0.1475,E,ALLOCATION_PLAN,469.26029500000004,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999983H,485.0,GA POOLER 5250,0.1475,E,ALLOCATION_PLAN,469.26029500000004,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999983H,485.0,NJ ELIZABETH 201,0.1475,E,ALLOCATION_PLAN,469.26029500000004,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999983H,485.0,NJ LINDEN 340,0.1475,E,ALLOCATION_PLAN,469.26029500000004,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999983H,485.0,NJ NORTH BRUNSWICK 1665,0.1475,E,ALLOCATION_PLAN,469.26029500000004,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999983H,485.0,NJ NORTH BRUNSWICK 2300,0.1475,E,ALLOCATION_PLAN,469.26029500000004,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999983H,485.0,TX DEER PARK 2902,0.1475,E,ALLOCATION_PLAN,469.26029500000004,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999983H,485.0,VA NORFOLK 1157,0.1475,E,ALLOCATION_PLAN,469.26029500000004,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999983H,485.0,WA KENT 7901,0.1475,W,ALLOCATION_PLAN,469.26029500000004,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999983H,485.0,WA TACOMA 1401,0.1475,W,ALLOCATION_PLAN,469.26029500000004,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999984H,490.0,CA CARSON 2760,0.1475,W,ALLOCATION_PLAN,14.15218,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999984H,490.0,CA FULLERTON 2091,0.1475,W,ALLOCATION_PLAN,14.15218,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999984H,490.0,CA GARDENA 14439,0.1475,W,ALLOCATION_PLAN,14.15218,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999984H,490.0,CA OAKLAND 4450,0.1475,W,ALLOCATION_PLAN,14.15218,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999984H,490.0,CA ONTARIO 2825,0.1475,W,ALLOCATION_PLAN,14.15218,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999984H,490.0,CA TORRANCE 1545,0.1475,W,ALLOCATION_PLAN,14.15218,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999984H,490.0,GA GARDEN CITY 54,0.1475,E,ALLOCATION_PLAN,14.15218,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999984H,490.0,GA POOLER 5250,0.1475,E,ALLOCATION_PLAN,14.15218,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999984H,490.0,NJ ELIZABETH 201,0.1475,E,ALLOCATION_PLAN,14.15218,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999984H,490.0,NJ LINDEN 340,0.1475,E,ALLOCATION_PLAN,14.15218,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999984H,490.0,NJ NORTH BRUNSWICK 1665,0.1475,E,ALLOCATION_PLAN,14.15218,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999984H,490.0,NJ NORTH BRUNSWICK 2300,0.1475,E,ALLOCATION_PLAN,14.15218,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999984H,490.0,TX DEER PARK 2902,0.1475,E,ALLOCATION_PLAN,14.15218,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999984H,490.0,VA NORFOLK 1157,0.1475,E,ALLOCATION_PLAN,14.15218,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999984H,490.0,WA KENT 7901,0.1475,W,ALLOCATION_PLAN,14.15218,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999984H,490.0,WA TACOMA 1401,0.1475,W,ALLOCATION_PLAN,14.15218,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999990H,480.0,CA CARSON 2760,0.1475,W,ALLOCATION_PLAN,10.852799999999998,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999990H,480.0,CA FULLERTON 2091,0.1475,W,ALLOCATION_PLAN,10.852799999999998,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999990H,480.0,CA GARDENA 14439,0.1475,W,ALLOCATION_PLAN,10.852799999999998,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999990H,480.0,CA OAKLAND 4450,0.1475,W,ALLOCATION_PLAN,10.852799999999998,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999990H,480.0,CA ONTARIO 2825,0.1475,W,ALLOCATION_PLAN,10.852799999999998,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999990H,480.0,CA TORRANCE 1545,0.1475,W,ALLOCATION_PLAN,10.852799999999998,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999990H,480.0,GA GARDEN CITY 54,0.1475,E,ALLOCATION_PLAN,10.852799999999998,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999990H,480.0,GA POOLER 5250,0.1475,E,ALLOCATION_PLAN,10.852799999999998,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999990H,480.0,NJ ELIZABETH 201,0.1475,E,ALLOCATION_PLAN,10.852799999999998,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999990H,480.0,NJ LINDEN 340,0.1475,E,ALLOCATION_PLAN,10.852799999999998,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999990H,480.0,NJ NORTH BRUNSWICK 1665,0.1475,E,ALLOCATION_PLAN,10.852799999999998,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999990H,480.0,NJ NORTH BRUNSWICK 2300,0.1475,E,ALLOCATION_PLAN,10.852799999999998,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999990H,480.0,TX DEER PARK 2902,0.1475,E,ALLOCATION_PLAN,10.852799999999998,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999990H,480.0,VA NORFOLK 1157,0.1475,E,ALLOCATION_PLAN,10.852799999999998,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999990H,480.0,WA KENT 7901,0.1475,W,ALLOCATION_PLAN,10.852799999999998,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999990H,480.0,WA TACOMA 1401,0.1475,W,ALLOCATION_PLAN,10.852799999999998,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999991H,485.0,CA CARSON 2760,0.1475,W,ALLOCATION_PLAN,1.93515,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999991H,485.0,CA FULLERTON 2091,0.1475,W,ALLOCATION_PLAN,1.93515,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999991H,485.0,CA GARDENA 14439,0.1475,W,ALLOCATION_PLAN,1.93515,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999991H,485.0,CA OAKLAND 4450,0.1475,W,ALLOCATION_PLAN,1.93515,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999991H,485.0,CA ONTARIO 2825,0.1475,W,ALLOCATION_PLAN,1.93515,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999991H,485.0,CA TORRANCE 1545,0.1475,W,ALLOCATION_PLAN,1.93515,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999991H,485.0,GA GARDEN CITY 54,0.1475,E,ALLOCATION_PLAN,1.93515,0,0.0,0.0,0.0
ALLOCATION_PLAN,2022-07-21,2022-09-23,202209,CW39,Q.PEAK DUO XL G10 BFG,99999991H,485.0,GA POOLER 5250,0.1475,E,ALLOCATION_PLAN,1.93515,0,0.0,0.0,0.0
